transaction_id,customer_id,recipient_id,amount,timestamp,transaction_type,country_origin,country_dest,ip_address,device_id,merchant_id,wallet_id,aml_pattern,is_flagged
TX_84882660,C_342856,C_353616,2800.98,2024-09-02T12:28:17,CRYPTO,NL,US,202.201.75.34,DEV_347523,,W_997504,NONE,0
TX_46741355,C_511393,C_390643,12191.52,2024-07-22T14:20:36,CASH,AU,JP,83.176.12.198,DEV_396941,,,NONE,0
TX_08137810,C_795519,C_383437,43450.74,2024-08-29T04:09:44,CASH,AU,US,55.104.132.141,DEV_471605,,,NONE,0
TX_60127606,C_930086,C_312839,33052.6,2024-01-26T20:44:11,CRYPTO,AE,AE,51.234.11.11,DEV_253313,,W_579450,NONE,0
TX_36295868,C_428350,C_186039,143128.75,2024-11-12T11:01:58,WIRE,AU,LA,157.116.213.62,DEV_543641,,,LAYERING,1
TX_83751991,C_502118,C_913877,15943.06,2024-08-07T08:43:49,CASH,NL,NL,226.211.210.78,DEV_498927,,,NONE,0
TX_11762522,C_674827,SHELL_558845,232190.05,2024-01-11T03:07:30,WIRE,FR,AF,106.113.103.194,DEV_219466,M_110702,,SHELL,1
TX_07336755,C_820750,C_809537,26080.39,2024-09-30T10:48:16,WIRE,FR,FR,143.198.25.49,DEV_233844,,,NONE,0
TX_60518471,C_342856,C_415724,6851.8,2024-08-15T08:46:05,SWIFT,JP,CA,65.165.83.184,DEV_707607,,,NONE,0
TX_79615013,C_195771,C_703792,8189.99,2024-09-13T03:16:05,CASH,SG,SG,47.60.67.246,DEV_262485,,,NONE,0
TX_08254406,C_394596,C_821031,13977.84,2024-12-08T14:24:01,SWIFT,AE,NL,9.152.169.236,DEV_019126,,,NONE,0
TX_65597307,C_404490,C_041834,41031.21,2024-05-23T03:18:57,CRYPTO,JP,NL,23.247.147.110,DEV_635931,,W_220595,NONE,0
TX_55641679,C_602276,C_794356,23297.79,2024-02-15T21:46:13,WIRE,GB,DE,3.103.144.66,DEV_735306,,,NONE,0
TX_37601336,C_629044,C_685374,32318.05,2024-07-03T06:39:53,WIRE,FR,SG,191.28.153.145,DEV_735267,,,NONE,0
TX_83920968,C_531933,C_730442,9450.21,2024-08-23T05:25:53,CRYPTO,GB,AU,200.103.47.114,DEV_579134,,W_492317,NONE,0
TX_83370959,C_952112,C_096504,9161.23,2024-10-08T09:29:16,CASH,NL,NL,12.52.159.6,DEV_538312,,,STRUCTURING,1
TX_11206523,C_340814,C_206341,76239.32,2024-04-15T06:23:19,WIRE,AU,MM,121.25.54.99,DEV_041558,,,LAYERING,1
TX_76597418,C_724810,C_674918,4953.42,2024-09-28T07:25:06,CRYPTO,AU,AE,84.232.249.8,DEV_014823,,W_231938,NONE,0
TX_55471503,C_609055,C_593385,20730.75,2024-06-04T15:52:49,SWIFT,IN,DE,201.222.175.140,DEV_616778,,,NONE,0
TX_15304345,C_560089,C_460889,38590.03,2024-11-12T03:39:06,SWIFT,JP,CA,163.0.75.170,DEV_153516,,,NONE,0
TX_35939493,C_826911,C_880990,30613.39,2024-08-14T07:24:32,WIRE,NL,JP,144.183.56.221,DEV_204567,,,NONE,0
TX_44211583,C_760062,C_100744,49873.06,2024-02-29T21:52:31,ACH,AE,SG,155.217.92.117,DEV_554316,M_906447,,NONE,0
TX_58254539,C_164798,C_179974,5746.9,2024-07-06T16:23:07,ACH,FR,GB,20.159.27.232,DEV_374547,M_080479,,NONE,0
TX_49720977,C_516681,C_562704,31502.07,2024-04-11T03:30:21,WIRE,IN,SG,33.39.142.65,DEV_128011,,,NONE,0
TX_51482747,C_470562,C_914972,49205.18,2024-01-13T20:25:33,ACH,SG,IN,194.59.26.43,DEV_444992,M_462736,,NONE,0
TX_63254273,C_085920,C_386622,4958.48,2024-07-24T22:19:12,WIRE,NL,AE,206.50.130.168,DEV_546267,,,NONE,0
TX_56930004,C_006567,C_100968,17640.67,2024-02-10T08:29:09,CRYPTO,AU,AU,169.94.56.179,DEV_126049,,W_967181,NONE,0
TX_76672720,C_557410,C_449614,12986.11,2024-05-09T04:34:00,WIRE,AU,SG,37.220.111.158,DEV_697105,,,NONE,0
TX_24816962,C_703500,C_447802,28774.55,2024-05-08T02:14:47,CRYPTO,NL,FR,86.155.205.15,DEV_690590,,W_367159,NONE,0
TX_47610316,C_042388,C_711754,24376.53,2024-02-11T11:09:00,ACH,AE,FR,5.18.173.15,DEV_374265,M_053584,,NONE,0
TX_98572074,C_661713,C_069806,2385.5,2024-07-02T00:05:07,SWIFT,AE,SG,214.32.54.30,DEV_472848,,,NONE,0
TX_96395187,C_191342,C_271312,8755.04,2024-01-18T16:53:50,SWIFT,GB,GB,149.20.68.26,DEV_763180,,,NONE,0
TX_09752674,C_421496,C_496014,32027.3,2024-03-21T01:33:09,CASH,NL,FR,244.45.154.90,DEV_451996,,,NONE,0
TX_89546201,C_756202,C_903226,24925.99,2024-09-23T02:56:04,CRYPTO,SG,AE,8.248.59.19,DEV_875316,,W_841051,NONE,0
TX_37307832,C_074201,C_261341,2811.53,2024-08-15T05:27:18,CRYPTO,JP,SG,29.238.234.108,DEV_138676,,W_323052,NONE,0
TX_61980849,C_841936,C_242999,14030.63,2024-07-02T21:14:14,CRYPTO,JP,DE,109.201.245.208,DEV_784250,,W_840975,NONE,0
TX_79126043,C_050288,C_417186,2486.2,2024-06-27T08:49:34,SWIFT,US,FR,181.0.36.99,DEV_830429,,,SMURFING,1
TX_70870968,C_284372,C_367571,23321.11,2024-05-28T17:23:57,ACH,US,CA,180.107.115.83,DEV_326203,M_356778,,NONE,0
TX_45176526,C_759187,C_082912,9019.7,2024-09-18T11:40:16,CASH,FR,FR,179.75.254.39,DEV_856295,,,STRUCTURING,1
TX_46208296,C_101837,C_568431,32822.45,2024-08-12T17:55:04,ACH,CA,FR,13.75.180.73,DEV_419729,M_712497,,NONE,0
TX_86612031,C_582259,SHELL_171998,263259.8,2024-05-23T13:35:38,WIRE,US,KP,236.12.207.239,DEV_414307,,,SHELL,1
TX_29951594,C_053666,C_534840,45018.71,2024-02-13T14:51:26,CRYPTO,SG,AE,6.42.228.174,DEV_605136,,W_065292,NONE,0
TX_99318332,C_786772,C_749828,43727.66,2024-04-29T15:33:48,CRYPTO,GB,DE,54.155.243.254,DEV_890970,,W_948150,NONE,0
TX_49457711,C_212307,C_354002,24580.22,2024-04-22T09:59:32,SWIFT,AU,IN,245.241.63.168,DEV_621960,,,NONE,0
TX_74953442,C_674827,C_810381,2416.11,2024-07-03T21:01:15,WIRE,IN,US,42.27.139.93,DEV_493259,,,SMURFING,1
TX_10758863,C_560089,C_805343,4882.09,2024-09-28T01:31:43,ACH,IN,CA,158.58.213.118,DEV_911036,M_911218,,NONE,0
TX_14959137,C_736535,C_329471,42855.08,2024-03-27T08:31:31,CASH,SG,DE,5.247.220.11,DEV_106549,,,NONE,0
TX_03001652,C_295735,C_315725,4629.89,2024-05-16T12:31:52,WIRE,AU,IN,26.7.111.184,DEV_129590,,,NONE,0
TX_25735491,C_463190,C_191117,10792.27,2024-05-27T10:16:07,CRYPTO,DE,JP,154.159.227.58,DEV_528108,,W_750312,NONE,0
TX_46194146,C_298831,C_781312,19801.09,2024-02-16T07:11:27,CASH,IN,GB,217.206.62.60,DEV_872752,,,NONE,0
TX_76446442,C_818661,C_290784,6197.28,2024-06-25T13:30:10,WIRE,FR,FR,7.91.195.155,DEV_616007,,,NONE,0
TX_77264238,C_345150,C_484016,49536.51,2024-01-07T20:41:59,WIRE,GB,JP,200.155.84.126,DEV_433754,,,NONE,0
TX_55451025,C_714264,C_051385,38346.89,2024-08-27T14:17:40,ACH,AU,CA,15.125.126.61,DEV_659033,M_763494,,NONE,0
TX_03485926,C_705949,C_581635,18949.11,2024-01-09T15:15:31,ACH,JP,CA,217.38.109.74,DEV_225869,M_736344,,NONE,0
TX_75525543,C_218256,C_634256,25281.51,2024-09-10T00:45:47,ACH,AU,JP,170.239.137.240,DEV_688997,M_586514,,NONE,0
TX_02427784,C_007565,C_862641,31732.98,2024-11-18T10:09:31,WIRE,JP,AU,50.14.125.205,DEV_845460,,,NONE,0
TX_11286189,C_308392,C_689436,2860.83,2024-10-30T18:56:49,WIRE,GB,CA,24.203.71.61,DEV_179589,,,NONE,0
TX_92821835,C_386890,C_122480,46781.45,2024-11-08T22:59:17,CASH,DE,SG,137.191.57.82,DEV_542271,,,NONE,0
TX_43369077,C_298026,C_679652,9788.27,2024-09-25T05:37:37,CASH,JP,JP,114.198.4.233,DEV_999397,,,STRUCTURING,1
TX_14386720,C_565386,C_888653,36873.4,2024-07-09T22:54:01,CRYPTO,CA,JP,165.94.227.203,DEV_602351,,W_687400,NONE,0
TX_27761549,C_861740,C_871418,9776.89,2024-07-04T18:41:21,CASH,AE,AE,242.114.10.243,DEV_056204,,,STRUCTURING,1
TX_06619150,C_464629,C_229827,41380.15,2024-06-17T23:58:24,CRYPTO,FR,GB,49.214.92.105,DEV_709242,,W_342287,NONE,0
TX_56048932,C_137588,C_003299,36831.59,2024-10-02T03:15:43,CRYPTO,AU,GB,159.195.154.251,DEV_339552,,W_995702,NONE,0
TX_59813511,C_890407,C_928672,43596.81,2024-02-19T15:50:55,CRYPTO,AU,CA,219.225.27.49,DEV_120274,,W_383971,NONE,0
TX_99037448,C_686067,C_115285,17545.25,2024-02-27T11:57:38,WIRE,DE,AU,150.2.92.107,DEV_924032,,,NONE,0
TX_91391304,C_093957,C_630649,22757.37,2024-09-13T03:21:07,CRYPTO,AU,IN,73.165.28.191,DEV_093319,,W_997188,NONE,0
TX_80817276,C_270957,C_630314,40074.91,2024-04-25T22:39:23,CRYPTO,AU,AE,48.222.218.24,DEV_034261,,W_326043,NONE,0
TX_46524941,C_963502,C_200014,42092.74,2024-09-22T18:16:05,ACH,NL,JP,129.8.58.190,DEV_611308,M_065220,,NONE,0
TX_25466298,C_747928,C_815011,4003.2,2024-03-22T23:17:59,CASH,IN,AU,123.235.207.223,DEV_677386,,,NONE,0
TX_69680118,C_823345,C_646713,10540.55,2024-03-14T02:20:52,WIRE,AE,SG,119.75.242.109,DEV_011794,,,NONE,0
TX_85258006,C_759048,C_790357,42445.95,2024-06-16T16:33:19,CRYPTO,IN,IN,148.161.32.69,DEV_844493,,W_998200,NONE,0
TX_60213229,C_107574,C_127986,8734.31,2024-12-23T23:11:54,CASH,AE,AE,189.184.241.205,DEV_912604,,,STRUCTURING,1
TX_47942593,C_582259,C_831254,163817.64,2024-05-18T15:53:24,WIRE,NL,HT,88.181.23.198,DEV_821656,,,LAYERING,1
TX_97681551,C_736535,C_774813,45558.19,2024-12-04T05:05:30,CASH,SG,AU,210.70.62.218,DEV_297084,,,NONE,0
TX_21274627,C_442637,C_989569,6985.92,2024-06-12T18:44:09,CASH,JP,JP,114.74.5.184,DEV_890391,,,NONE,0
TX_07669067,C_512269,C_878733,48635.79,2024-12-06T03:10:18,SWIFT,JP,JP,212.143.75.180,DEV_468664,,,NONE,0
TX_38678053,C_660677,C_253360,26071.44,2024-10-14T09:47:11,CASH,NL,AU,228.132.123.214,DEV_779103,,,NONE,0
TX_63061274,C_098599,C_553277,28323.3,2024-11-08T18:45:22,SWIFT,AE,AE,173.71.193.134,DEV_715174,,,NONE,0
TX_14404120,C_212954,C_856969,29453.15,2024-07-23T09:03:27,CRYPTO,NL,JP,248.60.108.117,DEV_479396,,W_741544,NONE,0
TX_41501393,C_308392,C_088284,7192.78,2024-01-11T20:46:18,CASH,IN,JP,32.178.34.223,DEV_043433,,,NONE,0
TX_88116761,C_053323,C_423598,40010.6,2024-05-06T07:14:07,WIRE,AE,IN,189.142.45.222,DEV_106736,,,NONE,0
TX_60957957,C_305887,C_922885,6102.13,2024-12-14T07:22:51,WIRE,NL,SG,22.164.205.151,DEV_080448,,,NONE,0
TX_32101120,C_873191,C_003343,3039.8,2024-06-07T04:05:29,CASH,CA,SG,97.61.26.52,DEV_252559,,,NONE,0
TX_23500690,C_446536,C_734062,12391.17,2024-08-15T15:31:31,WIRE,NL,AE,248.72.191.139,DEV_975494,,,NONE,0
TX_04829094,C_051929,C_550753,49962.17,2024-04-07T10:27:16,CRYPTO,AE,DE,157.162.175.163,DEV_274293,,W_311524,NONE,0
TX_45066049,C_325409,C_576008,27833.95,2024-03-08T09:28:22,CRYPTO,FR,JP,46.4.63.119,DEV_310776,,W_663883,NONE,0
TX_71868299,C_498251,C_096125,45234.93,2024-04-19T00:50:20,CRYPTO,IN,DE,151.65.33.33,DEV_252571,,W_117661,NONE,0
TX_69652549,C_232971,C_841545,42707.6,2024-09-18T09:44:40,WIRE,CA,JP,12.114.24.72,DEV_953338,,,NONE,0
TX_89269913,C_294850,C_563212,1490.85,2024-08-31T02:41:36,WIRE,JP,US,88.27.170.134,DEV_797676,,,NONE,0
TX_50003801,C_724810,C_410084,2833.96,2024-11-07T14:47:23,CRYPTO,IN,AE,119.219.51.87,DEV_660551,,W_648764,NONE,0
TX_07589153,C_706853,C_703497,22286.75,2024-10-08T09:58:34,SWIFT,DE,SG,80.74.75.121,DEV_333056,,,NONE,0
TX_05884129,C_131666,C_535964,9548.84,2024-01-27T13:34:09,ACH,FR,FR,58.117.238.160,DEV_247883,M_147020,,NONE,0
TX_48003514,C_904779,C_118735,2290.85,2024-08-15T10:59:34,ACH,US,DE,98.56.173.240,DEV_243315,M_108906,,NONE,0
TX_76471811,C_789135,C_206157,15965.79,2024-05-26T21:02:16,ACH,JP,AE,227.250.107.187,DEV_046057,M_307889,,NONE,0
TX_65443367,C_362174,C_628422,29101.22,2024-07-02T23:44:45,ACH,AE,IN,193.43.151.114,DEV_520534,M_431820,,NONE,0
TX_43420420,C_098573,C_679000,42145.91,2024-02-02T00:11:46,ACH,NL,NL,71.97.70.219,DEV_779028,M_213386,,NONE,0
TX_74456457,C_756202,C_255483,11456.17,2024-12-02T02:43:44,CRYPTO,DE,FR,219.15.191.36,DEV_519088,,W_084944,NONE,0
TX_34647530,C_131666,C_666892,7769.19,2024-01-13T12:12:34,CASH,CA,IN,101.32.197.49,DEV_439631,,,NONE,0
TX_61860193,C_952112,C_051841,69579.38,2024-03-31T12:05:05,WIRE,GB,HT,34.105.158.111,DEV_861532,M_154098,,LAYERING,1
TX_94862354,C_609055,C_847726,36890.81,2024-08-11T17:56:47,WIRE,AU,AE,208.89.212.64,DEV_164366,,,NONE,0
TX_06081856,C_424039,C_137574,45445.95,2024-09-28T02:14:29,CASH,JP,NL,43.129.106.130,DEV_006643,,,NONE,0
TX_31027164,C_609055,C_188101,27466.58,2024-01-27T12:00:59,WIRE,DE,FR,76.63.200.44,DEV_076132,,,NONE,0
TX_06268867,C_906871,C_503229,9439.55,2024-02-09T22:06:10,CASH,FR,FR,17.112.49.205,DEV_867058,,W_100086,STRUCTURING,1
TX_69342130,C_098964,SHELL_829903,199420.95,2024-05-02T19:34:21,WIRE,FR,SY,78.255.52.183,DEV_598195,,,SHELL,1
TX_68384365,C_212307,C_071242,25220.66,2024-07-17T11:06:31,CASH,US,DE,21.30.70.96,DEV_423627,,,NONE,0
TX_94813707,C_132435,C_320998,37552.49,2024-09-08T16:13:49,ACH,DE,CA,17.251.35.245,DEV_161205,M_628516,,NONE,0
TX_89207372,C_891036,C_928493,15224.73,2024-08-23T06:56:34,CASH,IN,FR,97.85.241.113,DEV_464194,,,NONE,0
TX_74093551,C_603503,C_601411,22734.79,2024-06-29T01:32:33,ACH,JP,NL,249.191.196.126,DEV_390891,M_057499,,NONE,0
TX_91797737,C_366563,C_972086,34853.13,2024-09-24T09:11:10,ACH,AE,JP,66.126.82.4,DEV_107379,M_666246,,NONE,0
TX_09814655,C_472035,C_157822,15468.15,2024-05-28T15:50:54,SWIFT,JP,GB,192.203.157.2,DEV_980065,,,NONE,0
TX_67137119,C_986712,C_819849,9363.34,2024-08-08T05:40:54,CASH,US,SG,28.85.40.76,DEV_010024,,,NONE,0
TX_70296702,C_546484,C_434389,30188.95,2024-01-03T19:41:10,CRYPTO,AU,FR,85.51.1.117,DEV_848901,,W_896303,NONE,0
TX_59724685,C_512269,C_689762,49310.45,2024-03-13T23:40:50,WIRE,CA,US,125.204.41.90,DEV_499989,,,NONE,0
TX_72115585,C_963502,C_948945,15137.28,2024-07-12T08:59:52,WIRE,AE,NL,63.108.87.193,DEV_961909,,,NONE,0
TX_33276966,C_652800,C_976637,4613.04,2024-07-26T14:18:16,CRYPTO,CA,DE,58.132.59.75,DEV_007971,,W_736588,NONE,0
TX_38950058,C_933786,C_651083,39896.16,2024-05-04T03:17:18,ACH,SG,NL,192.17.163.80,DEV_562856,M_822612,,NONE,0
TX_22908178,C_568797,C_872891,35050.33,2024-11-10T17:38:57,CASH,US,SG,6.200.172.109,DEV_697352,,,NONE,0
TX_61831758,C_686355,C_162127,22930.87,2024-12-28T22:52:27,ACH,SG,IN,38.192.218.174,DEV_890910,M_707569,,NONE,0
TX_96596402,C_691670,C_796048,47732.31,2024-04-27T13:16:17,SWIFT,AE,JP,98.140.227.95,DEV_011692,,,NONE,0
TX_59460539,C_144758,C_097180,28614.01,2024-06-17T09:58:16,ACH,GB,CA,183.63.106.248,DEV_618604,M_558455,,NONE,0
TX_30560270,C_387334,C_490395,18241.63,2024-07-15T13:38:39,ACH,NL,SG,253.180.107.177,DEV_082128,M_764565,,NONE,0
TX_96231602,C_212307,C_691262,20062.96,2024-09-09T08:17:07,CASH,GB,AU,163.98.190.145,DEV_686419,,,NONE,0
TX_40601150,C_026558,C_820393,45471.34,2024-02-04T13:17:57,ACH,AU,SG,126.48.178.180,DEV_522003,M_191738,,NONE,0
TX_71867584,C_905579,C_615296,573.92,2024-02-19T13:03:32,ACH,NL,SG,91.239.146.71,DEV_957926,M_376444,,NONE,0
TX_03786020,C_252922,C_809691,37196.13,2024-01-23T07:06:51,WIRE,NL,FR,128.63.207.4,DEV_697777,,,NONE,0
TX_27988566,C_361799,C_313041,45199.55,2024-03-06T10:50:06,SWIFT,SG,GB,249.57.173.234,DEV_688824,,,NONE,0
TX_20639995,C_471972,C_363308,955.46,2024-01-14T18:13:24,CRYPTO,FR,US,40.210.63.234,DEV_416232,,W_131405,SMURFING,1
TX_81481343,C_377177,C_143069,5622.22,2024-10-02T10:24:15,CASH,AU,US,246.136.60.108,DEV_446177,,,NONE,0
TX_37781971,C_446490,C_639742,38392.51,2024-07-13T04:20:47,WIRE,DE,US,125.42.219.64,DEV_671212,,,NONE,0
TX_76447176,C_544728,C_142110,31482.5,2024-11-27T23:59:01,SWIFT,SG,DE,52.46.26.98,DEV_436234,,,NONE,0
TX_56322343,C_425723,C_249119,126.74,2024-03-11T14:02:52,WIRE,AE,CA,94.171.155.29,DEV_005837,,,NONE,0
TX_37536238,C_456442,C_814096,6105.68,2024-09-01T11:54:42,SWIFT,IN,AE,78.242.103.137,DEV_701528,,,NONE,0
TX_89984790,C_769835,C_292909,39565.17,2024-07-22T09:49:21,SWIFT,SG,IN,49.203.253.176,DEV_550455,,,NONE,0
TX_36205509,C_463876,C_327510,35416.93,2024-06-25T21:01:03,SWIFT,NL,AU,61.149.20.164,DEV_189276,,,NONE,0
TX_28503630,C_400985,C_829603,13275.51,2024-12-09T07:21:01,SWIFT,SG,JP,188.143.90.66,DEV_959771,,,NONE,0
TX_73686582,C_689405,C_474144,31527.05,2024-03-20T04:39:33,SWIFT,JP,SG,118.94.90.49,DEV_591238,,,NONE,0
TX_86114464,C_103321,C_031089,36365.55,2024-07-23T13:55:55,CASH,US,IN,34.127.42.69,DEV_160991,,,NONE,0
TX_73724541,C_721507,SHELL_829903,271319.26,2024-07-04T23:44:58,WIRE,NL,YE,215.212.72.1,DEV_904162,,,SHELL,1
TX_92920339,C_298831,C_556163,30264.87,2024-12-13T19:28:16,WIRE,SG,JP,210.146.178.225,DEV_196987,,,NONE,0
TX_00916337,C_131666,C_131734,5746.89,2024-07-04T19:18:34,WIRE,JP,AU,124.211.170.36,DEV_862445,,,NONE,0
TX_58354567,C_144758,C_341193,18149.3,2024-02-03T21:13:51,CASH,DE,US,218.71.150.118,DEV_189928,,,NONE,0
TX_01973093,C_144758,C_030058,3781.14,2024-02-11T04:04:59,SWIFT,IN,SG,39.93.240.191,DEV_159474,,,NONE,0
TX_60106611,C_937882,C_725329,34027.19,2024-11-19T09:08:27,CRYPTO,FR,NL,15.112.200.48,DEV_896064,,W_203974,NONE,0
TX_64303421,C_526218,C_505735,1499.64,2024-08-22T06:08:23,ACH,AU,SG,203.247.23.13,DEV_390323,M_602955,,NONE,0
TX_17797047,C_387882,C_582148,187440.9,2024-07-14T00:37:47,SWIFT,JP,LA,24.118.110.207,DEV_617959,,,LAYERING,1
